Throughput,Latency,Jitter,PDR
2026.683812891818,0.5972222222222222,1.3824553374851187,0.998019801980198
5822.324476770075,0.6833013435700576,1.6373429635263734,0.9980842911877394
5632.8029375765,0.5717171717171717,0.8912640443638681,0.9979838709677419
6241.559288859892,0.5669291338582677,0.8117304465231273,0.9980353634577603
5766.831920678074,0.6130346232179226,1.201218473722338,0.9979674796747967
5815.309651053128,0.6004056795131846,1.1986130582535879,1.0
5890.824808184143,0.505091649694501,0.9832997264766893,0.9979674796747967
5881.8873668188735,0.5214007782101168,0.7278033035891962,0.9980582524271845
5792.438952633127,0.6057142857142858,1.1189985804858071,0.9980988593155894
6012.689116642265,0.46830265848670755,0.961166949238196,0.9979591836734694
5769.2307692307695,0.6093117408906883,1.2785976993983237,1.0
6081.597222222222,0.5817120622568094,0.9179024614658181,0.9980582524271845
6258.425063505503,0.565922920892495,0.6636115843093776,0.9979757085020243
5464.836815512767,0.5440900562851783,0.8512366940741397,1.0
5817.084639498433,0.49298597194388777,0.6559813448973331,0.998
5782.957702994751,0.5333333333333333,0.9589556609124112,1.0
6598.147177066946,0.602020202020202,1.3292345939120318,0.9979838709677419
5459.371774074621,0.46747967479674796,0.5029984782274011,0.9979716024340771
5428.490271268285,0.5406976744186046,0.8023045160699394,0.9980657640232108
6074.389644437162,0.7780040733197556,0.655234980614188,1.0
5913.7014973434225,0.5831622176591376,1.1802463201169053,0.9979508196721312
5564.022578728461,0.5944333996023857,1.0731351789796064,0.998015873015873
6433.703116745905,0.5311203319502075,0.6817618057606929,0.9979296066252588
6517.885744794447,0.5895833333333333,1.0084516975982978,0.997920997920998
7021.661409043113,0.547085201793722,1.1210493270313824,0.9977628635346756
5618.360363041214,0.5924453280318092,1.1222060886754626,0.998015873015873
5811.102661596958,0.6052104208416834,1.2105303272359347,0.9960079840319361
6090.43250327654,0.6132264529058116,1.3683750624169282,0.998
6054.637436762227,0.5156576200417536,0.8065915397544916,1.0
6069.268292682927,0.5506958250497018,1.0346456222017362,0.998015873015873
6010.054988216811,0.5905511811023622,1.1301475808349584,0.9980353634577603
5935.897435897436,0.60625,0.8951038696710009,0.997920997920998
5612.201059716454,0.5613026819923371,0.8868324905178078,0.9980879541108987
6053.360013340003,0.5628865979381443,1.348027928649226,0.9979423868312757
6086.322081575247,0.5936170212765958,1.218108798431675,0.9978768577494692
5985.206624859302,0.5387755102040817,0.5954988738763534,0.9979633401221996
5311.982570806101,0.5604838709677419,0.9027126278332058,0.9979879275653923
6222.029488291414,0.5270833333333333,0.685638262051418,0.997920997920998
5475.913258623199,0.5976095617529881,1.0397643115887334,0.9980119284294234
5808.974561542108,0.5365853658536586,0.5952752035117228,1.0
5815.411337438813,0.6378269617706237,0.9417745708454712,0.9979919678714859
5766.63269762702,0.5645472061657033,0.7313350799849988,1.0
5738.40502066432,0.5308151093439364,0.7530882287809096,0.998015873015873
5974.295061536065,0.656188605108055,1.1150277344149593,0.9980392156862745
5704.181075133606,0.5654885654885655,0.7847124427792769,0.9979253112033195
5683.7144622991345,0.5316973415132924,1.0129616937774188,1.0
2874.228337671997,0.5929549902152642,0.9166161691224001,1.0536082474226804
5825.44,0.5693581780538303,0.839533663607124,0.9958762886597938
6220.137886804553,0.47674418604651164,0.6079590495066676,1.0
