Throughput,Latency,Jitter,PDR
1937.6841879654933,0.4444444444444444,0.49690399499995325,0.9818181818181818
5321.953391717381,0.4693446088794926,0.49905936219576996,0.9895397489539749
5582.466340269279,0.43004115226337447,0.5576283538545549,0.9642857142857143
5835.100309900506,0.549266247379455,0.5496182078455477,0.9714867617107943
5940.188709419479,0.4346076458752515,0.4957053964019592,0.9783464566929134
5930.996541967935,0.44377510040160645,0.504847391970293,0.9822485207100592
5972.186700767264,0.47410358565737054,0.5033025327466719,0.9881889763779528
5457.534246575342,0.4270833333333333,0.49465458627432357,0.9896907216494846
5215.945866431303,0.44871794871794873,0.4973631984941237,0.9873417721518988
6245.648283715634,0.45109780439121755,0.5362170595433151,0.9823529411764705
5542.5988354275205,0.47959183673469385,0.5036518038538111,0.9683794466403162
5590.277777777777,0.4378947368421053,0.6600125911667254,0.979381443298969
6385.436071126164,0.5308151093439364,0.6954443718689174,0.9940711462450593
4706.267922982384,0.47608695652173916,0.5080588730900385,0.9850107066381156
5750.940438871474,0.4733606557377049,0.5611275397172002,0.976
5751.003396109911,0.4749498997995992,0.6883468531747212,0.9881188118811881
6455.165180912428,0.4637096774193548,0.5067026037194057,0.9841269841269841
5581.477658162513,0.4810379241516966,0.5036193559103811,0.9881656804733728
5078.39795483596,0.46008403361344535,0.5067643209342636,0.9855072463768116
6098.8038669506805,0.7439516129032258,0.7134675869713276,0.9744597249508841
6090.645628723233,0.45,0.5014977567247934,0.9765625
5359.92275698158,0.5020491803278688,0.5725946675607452,0.9838709677419355
6764.395139989434,0.4636542239685658,0.5064953412753483,0.9845261121856866
6781.811710268731,0.49206349206349204,0.503890132677777,0.9710982658959537
8499.474237644585,0.4880294659300184,0.49985668577511233,0.9819168173598554
5474.185389079006,0.47638603696098564,0.538989928065983,0.9818548387096774
5570.6463878326995,0.4918032786885246,0.6953699527135114,0.9779559118236473
6139.416775884666,0.4685598377281947,0.49901053715961,0.986
6529.0050590219225,0.46601941747572817,0.5506489372096763,0.9884836852207294
5811.70731707317,0.4730290456431535,0.499272037691959,0.9717741935483871
5697.407698350354,0.453027139874739,0.5827963520732956,0.9755600814663951
6363.303363303363,0.47834645669291337,0.5301199742080788,0.9788053949903661
4997.56551625376,0.47649572649572647,0.5037073092586017,0.9811320754716981
6378.856094714024,0.49901768172888017,0.5039129965929571,0.9902723735408561
6930.907172995781,0.5115384615384615,0.4998668461753844,0.9829867674858223
5944.5248432223825,0.5040485829959515,0.5040160632079858,0.9705304518664047
5466.230936819173,0.47695390781563124,0.5074297091215273,0.9920477137176938
6691.934084995664,0.5411764705882353,0.5647058823529413,0.9826589595375722
5259.205355843399,0.5124481327800829,0.5281010198284192,0.9698189134808853
5846.7372412703435,0.515274949083503,0.49976662146495576,0.9665354330708661
5936.049265750828,0.5314401622718052,0.6220470646816696,0.9820717131474104
5239.336147910904,0.5063291139240507,0.5671771329336573,0.9854469854469855
5503.903260370426,0.5402061855670103,0.5146632957604184,0.9778225806451613
5550.7088331515815,0.5429769392033543,0.5346857317652258,0.9734693877551021
5994.027035523421,0.5009861932938856,0.49999902742184116,0.9787644787644788
5934.641532756489,0.4577603143418468,0.49821261420752927,0.9960861056751468
2838.9735961323913,0.5078740157480315,0.507751923309042,0.9864077669902913
6152.48,0.5402750491159135,0.554361810270063,0.9883495145631068
5814.333814333814,0.5534591194968553,0.7237898053240656,0.9855371900826446
