Throughput,Latency,Jitter,PDR
435.2388392076391,0.4908722109533469,0.6668154540768534,0.9781746031746031
5997.001735837147,0.49800796812749004,0.5195347442992803,0.9823874755381604
6542.529522505562,0.6089494163424124,0.7542342635345749,0.982791586998088
6031.348482335379,0.5439672801635992,0.6188991868054036,0.9683168316831683
5758.364312267658,0.494949494949495,0.4999744917480639,0.9880239520958084
6400.2034933016785,0.5139442231075697,0.503775368976041,0.9728682170542635
5483.393177737881,0.5326530612244897,0.5110564308878751,0.9819639278557114
6697.124917382684,0.5027932960893855,0.5073864277536911,0.9835164835164835
6101.5203531142715,0.545816733067729,0.5364153842137637,0.963531669865643
6129.850495548462,0.514344262295082,0.5579154523539166,0.9701789264413518
5839.43795389959,0.5020242914979757,0.5040282583743522,0.9860279441117764
5632.424006235386,0.533195020746888,0.5030382373050528,0.9856850715746421
5693.2582512122635,0.49794238683127573,0.5081596391912142,0.9858012170385395
5808.601809236629,0.5546558704453441,0.520868729913373,0.9801587301587301
6168.889629876625,0.5851703406813628,0.5392978819288928,0.9842209072978304
6387.150744520663,0.5520628683693517,0.6893383034743964,0.975095785440613
5352.896801448401,0.5437100213219617,0.5065749882142043,0.9770833333333333
5756.498166161697,0.62217659137577,0.5215686590910937,0.974
6258.297732500821,0.762278978388998,1.0397178818511297,0.9769673704414588
5271.397220190198,1.219712525667351,1.8812217838162275,0.9798792756539235
6529.017857142857,0.5039525691699605,0.6571168533945378,0.98828125
6020.51282051282,0.8202479338842975,1.1275673829051631,0.9817444219066938
6082.487725040916,0.6519114688128773,0.651234216111733,0.9764243614931237
6105.800388852885,3.6640159045725644,6.034397538596756,0.9882121807465619
5667.381316998469,0.5728952772073922,0.5421877836407191,0.9838383838383838
5431.202435312024,0.5525773195876289,0.6157876162700726,0.9877800407331976
5486.697045421138,0.5349301397205589,0.5801760393505642,0.9901185770750988
5391.503667481663,0.6609442060085837,0.7092721054953532,0.9769392033542977
6000.47626607398,0.536144578313253,0.5145462335754384,0.9880952380952381
6586.858529819695,0.5650485436893203,0.7639586144771204,0.9865900383141762
6028.275973501373,0.5210420841683366,0.5153535629275393,0.9842209072978304
5696.1503208066,0.5474747474747474,0.562523792420443,0.9782608695652174
6719.965427830596,0.51171875,0.5076171499254507,0.9865125240847784
6052.212101496422,0.6808943089430894,0.6820885050100162,0.9704142011834319
5084.320360970108,0.5741127348643006,0.5616836417298298,0.9896694214876033
6111.95846178809,1.9456740442655935,5.077970173691427,0.9880715705765407
3942.118634706727,0.5357142857142857,0.5430865282723154,0.9655172413793104
6420.074982958418,0.601593625498008,0.6861154658432689,0.9766536964980544
4935.4838709677415,0.5681818181818182,0.5076888159929244,0.969939879759519
5800.966962127317,0.5320910973084886,0.693436528778627,0.9797160243407708
6278.038165383327,0.5179282868525896,0.5306138770242356,0.9920948616600791
5976.152368758002,0.5836653386454184,0.5392669803071447,0.9901380670611439
6395.641811372148,0.7698412698412699,1.182965727023684,1.0
5507.494322482967,0.5688259109311741,0.7517320338156783,0.9743589743589743
5226.229508196721,0.6082474226804123,0.6016592355222629,0.9857723577235772
5222.642607683353,0.6,0.5693948773178324,0.977366255144033
4063.8756523712277,0.5585774058577406,0.5131326233992706,0.9795081967213115
5674.804098854732,0.8714859437751004,1.4615384288891249,0.9861386138613861
5086.176980913823,0.49682875264270615,0.5042006277266263,0.9752577319587629
